(lat,lon),ris
(25.46557182505787, 76.6917849982849),0
(-72.65150680651607, -69.57832569018188),1337
(-133.05186745046606, 54.938882961481184),0
(-7.423956397877564, 57.04704748143038),1337
(-176.18188163231093, -13.30076009095463),0
(13.263669487591375, -19.267213329367127),420
(46.462573162995234, 41.021551397573326),420
(98.49636146459414, -0.38219253587730606),1337
(-176.6364280049931, 0.8012007370025482),420
(125.90186886982954, 34.770901928581445),420
(-73.06989878004117, -41.8000598546245),420
(11.253694132220469, 34.75065943332784),420
(106.23132281637318, 9.59228257555954),1337
(-94.09181700251447, -72.8876663908824),69
(73.00967938054822, 5.674971522545212),69
(-13.527911666084536, 29.239063302429024),1337
(122.38455634205442, 14.693394530945255),1337
(-81.15195905628218, 7.5454358099029335),0
(119.486394854082, 4.711894602948795),1337
(134.70680140123082, 8.075027177454988),0
(-165.97451818302306, 62.03045486015062),69
(106.73694358934047, 10.241438385574103),69
(-85.04556423861072, 65.81832322835926),420
(73.2502355334942, 6.110115164345312),0
(-76.5335231462082, 24.270490702840803),1337
(128.8386302250976, 35.01609570047721),69
(-5.566735370506083, 56.39940157661147),69
(159.66847833452266, -8.295762153119918),1337
(-45.055092137293386, -60.70128261215418),69
(-73.71642182540668, -45.59617120041562),0
(-17.826775645547954, 77.78978168912602),69
(-73.82052364667788, -52.31602683851803),69
(22.668388628653297, 77.95365114148095),0
(-78.15570723081245, 2.626347150879153),420
(5.6062673496402375, 59.92093723150416),0
(-46.44807321985108, 60.71551159795595),0
(73.00001068978668, 5.709567530467537),420
(107.09401102292757, -2.866038484216084),0
(73.63716379614257, 4.364504560506681),0
(-154.36489652578905, -77.07526577890302),1337
(145.8451980546588, 17.299972850414246),69
(-29.3395762825986, -20.55559030209453),1337
(-123.96753523351083, 46.45710026089063),0
(-33.40462660919665, 67.16902224783806),69
(127.13516876000725, 4.767240023481668),420
(127.58881500209917, -0.38892921015820703),0
(-103.91716011762, 76.12110938038961),1337
(-1.5709314988986485, 40.37023145409124),420
(-173.9646049150804, 26.066836508305386),420
(-6.297041027155293, 49.91914541320066),1337
(136.80164812877035, -12.110716550552475),1337
(-61.990932123019505, -64.08253725600956),69
(126.3556137237992, 37.69299483521265),420
(147.24083858360984, -43.34093655312975),1337
(-67.31110637524861, 44.608872137032066),1337
(-153.30921911103513, 57.869009043318215),69
(-7.274484884829234, 57.42947416229484),0
(-48.2677375525736, -0.889903143096552),69
(125.95861192161782, 9.729642631145184),0
(168.92201166400847, -77.51624155055495),69
(118.35012397368149, -8.52775475113667),1337
(-93.03440332100185, 61.90011472912795),0
(109.27118200465318, 12.2099868864265),69
(113.52444667576053, 22.794670604441645),0
(-64.52932694707128, 18.485939995221987),420
(93.48205804606017, 19.859892080756957),0
(147.0951690171404, -2.036205051766991),1337
(-130.69626203186513, 53.93550197431348),69
(9.294953945471052, 42.496019650030824),0
(3.3877713434420986, -54.3971023528708),0
(120.72815216540891, 37.90949164029694),69
(-78.37097129802548, 57.30174534105425),69
(132.40034875862972, -12.10325750351774),1337
(21.764114869281013, 70.32826309951452),0
(24.183796460935312, 70.95339627438719),0
(132.3053488784638, 34.25234143309508),1337
(-82.99136707725818, 21.898669771885693),1337
(-62.99281762941912, 17.5197275434743),420
(21.411267720630157, 60.51689855935627),69
(-74.63893796256525, -50.55123736030513),1337
(160.43109723023457, -11.707273710008769),1337
(-60.52262481855119, 45.954450768671485),1337
(32.80569279751576, 46.045859146421954),1337
(-171.24169796158654, -4.461330631485223),420
(125.11055351005831, 34.06736678138887),0
(15.356018876680048, 43.955066313299035),420
(-61.4834847282224, 47.64157726166032),1337
(-81.37353703444414, 13.360754849010924),0
(-116.75391150522294, 70.48446470255261),420
(134.842263622652, -1.0428586540575053),1337
(-50.7328844519688, 69.85286963924433),1337
(153.62315049202414, -4.088048373328938),420
(-73.08802626388052, 22.372020080387276),0
(-122.86433716932628, 47.18004199385017),420
(16.843852152910927, 42.75980980257685),69
(-41.41207064074368, 63.094106392504365),69
(-128.67352576513457, 50.82607524202667),1337
(-96.80363130040759, 28.154669067985086),0
(4.166988989005743, 39.97470498140809),420
(-148.84111668574056, -76.79412586207661),0
(18.578247423838253, 59.2610247497288),420
(-128.39998725764102, 52.70952535188143),0
(153.42185900339166, -27.708843829420665),420
(-61.09042337411112, -51.05593963915173),0
(94.27479629715194, 13.42906665876569),69
(-27.32252309912233, -59.465652960817685),69
(127.46456260118978, -0.6034943770603667),0
(128.9794795011975, 32.88304343968194),69
(-107.5638018909894, 67.14390040244947),69
(-84.89913221374528, 65.87828106786037),0
(126.3837221892062, 1.3407862745580919),420
(125.94216555828797, -7.693075405120977),1337
(123.09896394299611, -3.5909975851279046),0
(73.09964176649048, 0.22359309647614886),1337
(16.853238424033638, 58.325076305063625),0
(-79.82315513522286, 53.10299161261827),69
(39.72495228910872, -5.272687316134525),1337
(-58.62475591649008, -62.19477154551264),69
(-67.22253418272335, -55.86348058530972),1337
(-67.86716155349268, -79.14456288379193),420
(112.73393070918863, 16.664347936401715),69
(-147.93046118122336, 60.0232808686914),69
(123.24098742217322, -8.293723991740913),1337
(-82.67306000233889, 28.732283048770626),0
(24.104168169252933, 80.50798823349366),0
(-161.08027085521294, -10.0372267453915),0
(121.73422936612039, -8.295709050842389),69
(11.555354108044694, 58.195133868681935),1337
(164.7459644207824, -67.41938694991295),420
(-17.79959038672889, 64.87785312062287),420
(-77.58177431097897, 55.448432496039636),0
(-82.25074376367479, 9.343765585342409),69
(-77.6607232275055, 21.94879654989276),420
(110.43836212435028, 20.654180670836915),420
(1.1979735068322372, 7.936302220464486),69
(55.63612580903054, -21.208505558571893),420
(-49.21803339166709, -77.81834828661081),1337
(73.63679867958274, 4.365877399584162),0
(150.43880553424484, -9.616979615662586),420
(-131.27211279723699, 54.88349685638707),0
(-90.75601106432272, 29.0447121234507),420
(20.774614372833938, 38.64310827723495),69
(50.73007699170057, 44.884358274837005),69
(-79.82931776176255, 69.65971727052754),0
(69.44229655402046, -48.84868868739735),1337
(-150.6400151046987, -76.70346770601043),69
(71.76502861072491, -5.238752893581983),420
(-76.91654966808808, 34.68956688216169),0
(-32.421489946824295, -3.847039081262259),69
(-70.40159491522095, -54.1176678818688),1337
(129.68941962543667, 31.67866237663242),69
(132.24995199815933, 33.894190529287535),1337
(-133.88792140704015, 55.87024664666823),0
(128.2744683749859, 1.2538302280320308),420
(-79.67964019631592, 69.7172681814556),0
(55.83208622284636, -4.348880837744833),420
(-126.55421221578135, 50.71573170271626),69
(-86.86899608862215, 20.48443080225658),0
(-97.38516369308113, 69.19747466419582),0
(-147.70830446480014, 60.420087050379166),0
(-10.045591628699343, 53.93341773792459),0
(-45.26337190995902, 60.18092280041926),0
(-90.55845722293108, 69.26993241864714),1337
(-123.32847513070563, 49.48197101430523),1337
(-43.78772379028915, -2.505280181660537),1337
(176.3227059900438, -6.290568238522218),69
(121.73711578901536, 31.36760794835475),420
(-177.33351573924938, 28.205359510554846),1337
(121.47784889564223, 19.380242095837207),1337
(-90.56101159015896, -68.7724191226905),420
(132.62857378795172, 33.9879791678531),0
(-67.87267600842031, 18.07408249217821),420
(-78.4790830985063, 20.729062629248723),69
(-73.80053565583637, -45.846707121298664),420
(134.220542683528, -5.789614157332601),1337
(-169.51343489113987, -14.26893441055113),69
(-16.348732329041102, 19.687738498175996),1337
(167.81492546426574, -47.160377683515875),69
(100.80620428932586, -65.39427020082651),69
(-78.16005816017173, 2.5693983615373415),69
(88.11743462462924, 21.698639238691275),420
(-61.720306846464005, -64.1644877000355),69
(145.7497240238317, 15.099478157193344),420
(139.3880852505099, 34.77013379108676),1337
(-108.10120808610459, 67.50414058871468),0
(20.808439249833135, 70.12899373998454),0
(-80.36564249662999, -0.4580302258125144),420
(132.611989326889, -11.697154369680424),0
(-67.63179531395626, -67.10995046692184),1337
(-44.438295324187784, 60.05853462982953),0
(16.890354524944275, 56.99572546384476),69
(47.51131554771578, -9.698259107246672),1337
(-24.704563774828284, 14.880711130023201),0
(32.92820603127079, -26.028135438502694),420
(-74.33852278535662, -49.49381117797763),0
(110.33811970143934, 20.998059399623312),1337
(127.46315971014705, -7.599066167460172),420
(127.42181976525384, 0.04837526481752139),420
(-73.62905603533015, -42.582361294767466),420
(73.4405098664165, 4.971700411722529),420
(121.23121947586716, 9.599806513076205),1337
(-77.82304717565559, 34.17235734424336),69
(-97.12992181098768, 27.752303721479574),0
(-145.4996047490424, -16.330075225701602),69
(173.26204352300147, 1.983586943764393),0
(-20.481694709079118, 78.13115374457038),420
(13.28316280091026, -3.669647686571455),1337
(-178.82236632454493, 51.78098910477122),0
(-125.97545449172792, 71.97590907234108),69
(120.21285939026382, 5.156416846729804),1337
(130.26815002073414, -11.422181754967863),420
(-75.299033282393, -46.70934039708079),0
(142.25015439945864, -9.263827143261869),1337
(175.04637856149833, -1.443551753584087),0
(-77.86964392668183, 26.59078051461151),0
(-5.419182860496484, 35.912521727232416),1337
(-140.66137472818116, -21.672058273106742),420
(-115.90659767499568, 70.56278537062433),0
(26.79968908886192, 62.329910918312194),69
(-151.36958596415124, -22.43323903817094),1337
(-81.23163750935234, 53.15931916333872),69
(-65.31920795507945, -65.86330948200589),69
(-72.35244373164832, -54.1794853458656),1337
(-81.20478557848857, 7.502851710751317),1337
(-77.25204348037812, 18.2160973338315),420
(-166.49363194210844, 60.34867786642602),0
(22.528578838994612, 60.01759711336443),69
(-82.13377909841782, 26.675858434506097),69
(-125.8290753676836, 49.222066365931695),420
(18.40085633907913, 60.395876796683964),69
(-7.231712681293511, 57.51407970762445),69
(8.409651670945658, 38.987354547395825),69
(-80.52233759608635, 59.42168785380399),1337
(12.070342165131276, 55.84043408111316),69
(-124.1816644240857, 49.705018984386484),420
(-116.11864301105636, 30.492124423324913),69
(-45.192519011983904, 60.342936420438114),0
(151.85428142566082, -10.260035475347415),1337
(-146.37742722868526, -16.153148476938487),69
(163.10437685362015, -66.71532410601732),0
(-83.66353856979383, 69.7963263286074),1337
(4.741837952623446, 53.02024416823153),69
(123.84685935354746, 13.286074581005778),1337
(154.78032594342923, 0.9696266200310352),420
(18.091034149268978, 62.70773620770184),69
(-160.26672123416955, 58.66859635123788),0
(149.18448536624322, 7.380728772784124),69
(81.75870247691624, 7.663801641840282),0
(-2.4482078942018863, 49.475737101456765),0
(126.17052179793555, 35.04081721457048),69
(93.47283063625855, 8.12025732630089),0
(-67.6767137751779, 12.028277697891525),0
(-16.119808748228763, 11.814522799641935),420
(-128.63829120645576, 50.80350756350114),1337
(73.01527858940283, 5.615010636475905),69
(-56.73412291410624, -64.25892821581213),420
(119.61730263566766, 11.052406709469011),0
(43.02450611143847, 41.94241409995791),420
(178.29688104359477, -16.80862437228987),1337
(-65.65887513351943, -65.48985420104898),69
(-170.1406997017768, -83.10351305059342),69
(-90.58061658037639, 69.36161620668781),1337
(-83.60570639562523, 66.10871559206507),1337
(72.90664958017405, 6.435085158755104),69
(-88.28588432091375, 78.32925157022878),0
(126.08918718553068, 34.843332389008964),0
(91.47179749134666, 22.516285182564125),0
(-59.80878351178217, -63.59246813720315),69
(-24.196373499465743, 16.59852488508157),420
(72.95133154907111, 5.350290345364711),69
(-120.06276650782678, 34.01947087869315),0
(170.2422094890165, 9.465235590476047),420
(-179.14068286718725, -17.458870269221766),1337
(-143.06527472558753, -17.85552043717035),420
(-65.17808444313802, 61.889052435421945),69
(-1.6152162419444425, 59.53454220006168),0
(68.82335891521362, -48.58359269834027),0
(-89.75748799474623, 78.75319016372708),420
(30.466975808790195, -1.749438900507013),0
(-96.87387739294209, 72.94871803444018),69
(73.63615307488655, 10.06262236421798),420
(36.855447806822106, 25.559771858982753),0
(119.58618555277263, 11.068503111202094),420
(4.598531882153498, -70.33766947663413),1337
(-15.993634960645617, 11.884863045097825),69
(-73.93219241184761, 45.512161736390624),420
(-113.20582565429862, 26.696731143887394),1337
(-75.01445999479229, -47.74550806852199),1337
(55.40353576135628, -4.671962779907423),69
(67.46151852268156, 24.048502561188087),69
(130.44526475070657, 30.38938862298181),69
(55.67071899650626, -4.214325655800957),420
(172.96633910546996, 3.131448398348436),69
(-74.40566525113525, -52.512896267396236),69
(-146.61426262691955, -15.243130676292287),0
(160.1011240112593, -8.988563601151613),0
(15.168518111759134, 44.093340694307514),1337
(-5.387314348430123, 35.91132456039123),1337
(6.891010875293408, 62.780708784611384),0
(-90.71544562806453, 69.34176936406949),69
(128.70882211881587, 34.9628821200661),1337
(73.63590620749264, 4.364292504309998),69
(-56.11153245272842, 73.86080932052722),420
(12.292164866863661, 55.00561084542102),420
(-5.054347096604869, 48.471162889843264),0
(-91.0543989427262, 62.666269436982695),420
(-111.00186518292155, 18.789433658361215),1337
(168.38883780965216, -17.74689644667297),420
(77.51576021397561, -38.70631487805843),69
(11.028128467213925, 59.07046912395988),0
(145.7847784941308, 16.689836214610107),69
(-60.880590799428546, 9.146510380425568),69
(73.04159865182544, 5.1184845963354535),420
(48.3290824209107, 29.43464484780974),1337
(-148.86682032600632, 70.4805539383226),1337
(136.15078860781324, -13.41150952790015),1337
(21.762261261511195, 36.72882641209082),69
(-87.62527193644966, 13.27893674591188),420
(26.894516723659738, 35.39072652524242),69
(141.46420436917435, 24.217744691955463),69
(135.24128890041706, 34.44115604413119),69
(19.016946186326265, 74.40032810505119),0
(179.9010603275215, -9.388743923817541),1337
(-141.19033560189334, -14.179023858178166),0
(159.84183500304542, -9.157982484076872),69
(72.95766509958005, 0.3973208070378399),420
(-2.026327334282762, 49.190703518620886),0
(-74.19283140200537, 40.54196391242436),69
(-76.19807346648429, -14.27839074475922),0
(46.49799644409161, -9.727482964453964),420
(-65.2669378474566, -65.87451699437942),69
(-74.98876750925626, 68.35365658385824),420
(19.624548055198698, 60.194993662784206),0
(114.26365198472763, 22.472536076834764),69
(-83.67013663771783, 69.78607937950017),1337
(-170.3984748564373, 57.176200989884975),69
(-4.506256811795243, 54.305652776906534),420
(-0.9028881780050806, 60.75225082646993),69
(-151.3766540813662, -22.463931269865913),0
(72.9523721903103, 5.350306428345498),1337
(0.9180696185177897, 8.74426471945683),1337
(90.75482044387381, 22.536006866876146),69
(5.523144650966805, 59.96733697677722),0
(-149.49265601251003, -23.398097554303654),1337
(7.860866605693399, 63.05854889252561),0
(-67.00890773716176, 44.90012244147777),420
(-19.17474732260514, 81.98899368346261),420
(153.2413454843753, -3.4775356039535197),69
(122.50735713046228, 12.415036300315917),69
(-42.47896590912187, 61.45004380624197),69
(125.939083651409, 34.699996212676865),0
(104.39210780085635, 0.32743293024175774),69
